DIRETORIA REGIONAL,MUNICÍPIO,CÓDIGO CENSO,UNIDADE ESCOLAR,MERENDA ESTADUAL/FEDERAL SALDO ANTERIOR,MANUTENÇÃO SALDO ANTERIOR,MERENDA ESTADUAL/FEDERAL RECEITA,MANUTENÇÃO RECEITA,MERENDA ESTADUAL/FEDERAL DESPESA,MANUTENÇÃO DESPESA,MERENDA ESTADUAL/FEDERAL SALDO ATUAL,MANUTENÇÃO SALDO ATUAL,LATITUDE,LONGITUDE
CENTRO SUL,MENDES,33038228,CE PROFESSOR ARAGAO GOMES,"19340,29","3456,17","8795,2",5736,"8570,33","1367,29","19565,16","7824,88",0,0
CENTRO SUL,MENDES,33038279,EE JAYME SICILIANO,"324,98","1540,13",4776,2280,"2131,21",235,"2969,77","3585,13",0,0
CENTRO SUL,MIGUEL PEREIRA,33038791,CE ALVARO ALVIM,"77639,38","17159,4","7764,8",5064,"5541,21","4973,46","79862,97","17249,94",0,0
CENTRO SUL,MIGUEL PEREIRA,33038724,CE CARMEM DE LUCA ANDREIOLO,"2072,9",2954,7144,2820,"4807,13","1513,5","4409,77","4260,5",0,0
CENTRO SUL,MIGUEL PEREIRA,33038473,CE DOUTOR ANTONIO FERNANDES,"67285,17","25239,53","27700,4",9132,"61287,07","8524,7","33698,5","25846,83",0,0
CENTRO SUL,MIGUEL PEREIRA,33038589,CE VERA CRUZ,"15078,88","10560,23","2796,8",2000,"3214,43","727,4","14661,25","11832,83",0,0
CENTRO SUL,MIGUEL PEREIRA,33094098,CIEP 494 ALEXANDRE CARVALHO,"509,48","125,82","10758,25",5864,"9161,23","5905,84","2106,5","83,98",0,0
CENTRO SUL,PARACAMBI,33038929,CE PRESIDENTE RODRIGUES ALVES,"23944,71",4321,"24670,8",8856,0,0,"48615,51",13177,0,0
CENTRO SUL,PARACAMBI,33038880,CIEP 152 GARRINCHA ALEGRIA DO POVO,"7244,03","7310,72","21075,6",8948,"19086,67","9347,3","9232,96","6911,42",0,0
CENTRO SUL,PARACAMBI,33038899,CIEP 385 PASTOR AUGUSTINHO VALERIO DE SOUZA,"12996,78","7456,63","9693,73",4844,"4060,92","6570,74","18629,59","5729,89",0,0
CENTRO SUL,PARACAMBI,33038872,CIEP 500 ANTONIO BOTELHO,"4279,92","1938,33","9633,59",5168,"5119,16","4849,58","8794,35","2256,75",0,0
CENTRO SUL,PARAIBA DO SUL,33017646,CE BARAO DE PALMEIRAS,"26855,39","1406,09","18882,8",5244,"11231,84","5110,7","34506,35","1539,39",0,0
CENTRO SUL,PARAIBA DO SUL,33017522,CE BEZERRA DE MENEZES,"30990,93","3539,79",16720,6600,"22268,08","4837,34","25442,85","5302,45",-22.1861603628274,-43.293662762377
CENTRO SUL,PARAIBA DO SUL,33017492,CE LIONS CLUBE DE PARAIBA DO SUL,"37609,6","9742,05","15397,2",5076,"15335,75","3657,23","37671,05","11160,82",-22.1714992523193,-43.2946014404297
CENTRO SUL,PARAIBA DO SUL,33017093,CE MARIA ZULMIRA TORRES,"9304,93","2894,1","19226,4",7992,"18998,57","9671,77","9532,76","1214,33",-22.1620006561279,-43.296501159668
CENTRO SUL,PARAIBA DO SUL,33017107,CE MONSENHOR FRANCISCO,"13218,53","10392,36",16264,6420,"16029,57","8120,88","13452,96","8691,48",-22.1592998504639,-43.2840995788574
CENTRO SUL,PATY DO ALFERES,33039186,CE EDMUNDO PERALTA BERNARDES,"78375,08","2050,84",37850,11664,"46754,36","2789,79","69470,72","10925,05",-22.4267997741699,-43.4244003295898
CENTRO SUL,PATY DO ALFERES,33039216,CE LIDDY MIGNONE,"27093,09","7807,51","18226,8",6828,"26999,27","8606,13","18320,62","6029,38",-22.4058990478516,-43.4240989685059
CENTRO SUL,PATY DO ALFERES,33039402,CE RIBEIRO DE AVELLAR,"36538,15","16855,79",7628,4974,"32883,54","14754,12","11282,61","7075,67",-22.3204002380371,-43.401798248291
CENTRO SUL,PATY DO ALFERES,33103771,CIEP 278 JOAQUIM OSORIO DUQUE ESTRADA,"5970,69","4888,45","22736,4",10820,"27453,1","3226,95","1253,99","12481,5",-22.4176006317139,-43.4196014404297
CENTRO SUL,RIO DAS FLORES,33035334,CE NEPHTALINA CARVALHO AVILA,"7916,16","2845,44","9072,28",2748,"15386,65","5207,51","1601,79","385,93",-22.2087001800537,-43.6206016540527
CENTRO SUL,RIO DAS FLORES,33035059,CIEP 298 MANUEL DUARTE,"21160,1","10800,26","17931,16",7820,"19159,85","6540,29","19931,41","12079,97",-22.1692008972168,-43.5825004577637
CENTRO SUL,SAPUCAIA,33018197,CE MARIA APARECIDA BASTOS,"1529,85","3694,88",5642,2000,"1546,75",0,"5625,1","5694,88",0,0
CENTRO SUL,SAPUCAIA,33017786,CE MAURICIO DE ABREU,"5102,81","2018,64",10032,3960,"11696,83","3146,09","3437,98","2832,55",-21.9941997528076,-42.9124984741211
CENTRO SUL,SAPUCAIA,33018073,CE PAULINO FERNANDES,"220,28","5332,04",2862,1000,"1871,1","2337,3","1211,18","3994,74",-22.0291004180908,-42.7929992675781
CENTRO SUL,SAPUCAIA,33017930,CE REPUBLICA DO LIBANO,"2292,79","10358,92","10006,4",3792,"4857,48","7986,07","7441,71","6164,85",-22.0363998413086,-42.9898986816406
CENTRO SUL,SAPUCAIA,33097950,CIEP 285 LUIZ JOSE DAFLON GOMES,"21864,34","12515,78","19428,4",6992,"13582,92","5121,09","27709,82","14386,69",-21.8924999237061,-42.7084999084473
CENTRO SUL,SEROPEDICA,33045542,CE ALICE DE SOUZA BRUNO,"1027,53","1096,28","4147,59",2000,"2467,4",920,"2707,72","2176,28",-22.7131996154785,-43.720100402832
CENTRO SUL,SEROPEDICA,33045550,CE ALVARINA DE CARVALHO JANOTTI,"12450,37","3957,49","9837,23",3240,"7372,48","4568,86","14915,12","2628,63",-22.7509002685547,-43.7140007019043
CENTRO SUL,SEROPEDICA,33166382,CE BANANAL,"3130,01","7088,41","1251,2",2000,"3665,01","4339,98","716,2","4748,43",-22.7653943233868,-43.6817835813059
CENTRO SUL,SEROPEDICA,33045470,CE BARAO DE TEFE,"85588,06","7380,61","31899,31",9852,"29221,18","9533,97","88266,19","7698,64",-22.8080997467041,-43.6353988647461
CENTRO SUL,SEROPEDICA,33045496,CE PRESIDENTE DUTRA,"93098,33","25481,06",52201,8082,"20922,9","7100,39","124376,43","26462,67",-5.30022001266479,-44.4663009643555
CENTRO SUL,SEROPEDICA,33045569,CE PROFESSOR ROBERTO LYRA,"6347,08","517,25","10103,8",3312,"10705,47","2340,07","5745,41","1489,18",-22.7467994689941,-43.6982002258301
CENTRO SUL,SEROPEDICA,33045577,CE PROFESSOR WALDEMAR RAYTHE,"5540,68","221,93","16850,92",5508,"19520,47","5729,93","2871,13",0,-22.7430000305176,-43.7047996520996
CENTRO SUL,SEROPEDICA,33045437,CIEP 155 MARIA JOAQUINA DE OLIVEIRA,"2155,11","5948,67","18345,6",8048,"4548,78","5512,31","15951,93","8484,36",0,0
CENTRO SUL,SEROPEDICA,33045445,CIEP 156 DOUTOR ALBERTO SABIN,"15129,28","7663,1","24823,82",11744,"27008,94","7427,34","12944,16","11979,76",0,0
CENTRO SUL,TRES RIOS,33018405,CE CONDESSA DO RIO NOVO,"3728,31","2236,52",14520,7260,"18018,03","9037,47","230,28","459,05",-22.1172008514404,-43.2107009887695
CENTRO SUL,TRES RIOS,33018332,CE DOUTOR VALMIR PECANHA,"8507,76",0,"14227,2","8043,6","16005,08","8043,6","6729,88",0,-22.1077995300293,-43.1932983398438
CENTRO SUL,TRES RIOS,33018413,CE LUTHER KING,"2614,68","6407,51","1681,4",2000,"1580,05",0,"2716,03","8407,51",-22.1051006317139,-43.1860008239746
CENTRO SUL,TRES RIOS,33018340,CE MOACYR PADILHA,"73,66","3078,25","42609,6",12768,"36117,12","12834,37","6566,14","3011,88",-22.1056003570557,-43.187801361084
CENTRO SUL,TRES RIOS,33018359,CE PROFESSOR KOPKE,"2611,05","1003,67","10632,4",3492,"8492,59","1933,82","4750,86","2561,85",-22.11549949646,-43.1935997009277
CENTRO SUL,TRES RIOS,33018367,CE ROBERTO COELHO PEDROSO,"7535,21","768,72","8842,78",4852,"9556,28","4067,35","6821,71","1553,37",-22.1219997406006,-43.2252006530762
CENTRO SUL,TRES RIOS,33018430,CE URBANO CARLOS DE ALMEIDA,"4876,11","305,35","11138,75",3672,"14051,53","3053,57","1963,33","923,78",-22.0837001800537,-43.2089996337891
CENTRO SUL,TRES RIOS,33018286,CIEP 456 MARCO POLO,"9068,53","10673,73","21154,8",8984,"5875,02","10872,75","24348,31","8784,98",-22.1145000457764,-43.2224998474121
CENTRO SUL,TRES RIOS,33018650,INSTITUTO DE EDUCACAO PROFESSOR JOEL MONNERAT,"58721,02","6175,7","26321,98",6662,"18713,32","7502,71","66329,68","5334,99",0,0
CENTRO SUL,VALENCA,33036071,CE ALFREDO GOMES,15308,"2594,57","7196,14",2364,"5435,54","3255,54","17068,6","1703,03",-22.2898998260498,-43.9276008605957
CENTRO SUL,VALENCA,33035628,CE ALMIRANTE RODRIGUES SILVA,"935,15","2615,96","11376,31",14000,"7106,05",4180,"5205,41","12435,96",0,0
CENTRO SUL,VALENCA,33036209,CE ARNOR SILVESTRE VIEIRA,"5028,63","2183,49","10068,4",3702,"7677,25","4735,76","7419,78","1149,73",-22.4345979327006,-42.9747459560564
CENTRO SUL,VALENCA,33036004,CE BARAO DE JUPARANA,"3141,47","357,08","12448,8",4104,"9177,07","4271,8","6413,2","189,28",-22.3465003967285,-43.6829986572266
CENTRO SUL,VALENCA,33035644,CE CORONEL BENJAMIN GUIMARAES,"858,85","1365,86","25079,6",8268,"20953,07","4571,8","4985,38","5062,06",-22.246000289917,-43.701301574707
CENTRO SUL,VALENCA,33035652,CE DAURA SILVA BARBOSA,"25086,16","754,54","7922,04",2520,"8437,87","2541,02","24570,33","733,52",-22.2283000946045,-43.6851005554199
CENTRO SUL,VALENCA,33036519,CE DOUTOR GUILHERME MILWARD,"10917,37","1950,54","6505,6",2568,"7915,35",3568,"9507,62","950,54",-22.2301998138428,-44.0672988891602
CENTRO SUL,VALENCA,33035679,CE DOUTOR OSWALDO TERRA,"1026,56","828,89","24358,38",12936,"7019,43","4342,07","18365,51","9422,82",-22.2374000549316,-43.7000007629395
CENTRO SUL,VALENCA,33035458,CE JOSE FONSECA,"34333,45","3486,69","18006,64",5904,"24404,89","6270,59","27935,2","3120,1",-22.2437000274658,-43.7015991210938
CENTRO SUL,VALENCA,33035962,CE PADRE SEBASTIAO DA SILVA PEREIRA,"7541,03","589,86","17381,17",5712,"14093,03","5435,65","10829,17","866,21",-22.2509994506836,-43.703498840332
CENTRO SUL,VALENCA,33035466,CE THEODORICO FONSECA,"14987,74","3191,62","37104,51",12180,37037,"12937,48","15055,25","2434,14",-22.2446002960205,-43.7036018371582
CENTRO SUL,VALENCA,33035407,CIA MONSENHOR TOMAS TEJERINA DE PRADO,"5559,45","2099,88","19345,24",13648,"16249,85","13554,78","8654,84","2193,1",-22.2539005279541,-43.7327003479004
CENTRO SUL,VALENCA,33035970,IE DEPUTADO LUIZ PINTO,"144436,15","12450,3","39623,49",11712,"50735,05","5598,9","133324,59","18563,4",-22.2457008361816,-43.7047996520996
CENTRO SUL,VASSOURAS,33039585,CE ANTONIO DE JESUS GOMES,"3905,81","1863,55","8054,22",3168,"11135,16","3891,34","824,87","1140,21",-22.4190998077393,-43.7547988891602
CENTRO SUL,VASSOURAS,33039593,CE CENTENARIO,"18278,43","16878,44","15686,4",6192,"14892,65","7889,39","19072,18","15181,05",-22.4141006469727,-43.6722984313965
CENTRO SUL,VASSOURAS,33039569,CE MINISTRO RAUL FERNANDES,"21292,2","13201,57","27441,53",10716,"31362,43","5956,25","17371,3","17961,32",-22.409200668335,-43.6593017578125
CENTRO SUL,VASSOURAS,33093601,CIEP 297 PADRE SALESIO SCHIMID,"22392,3","129,95","22731,3","10942,96","28987,11","8460,1","16136,49","2612,81",-22.4006004333496,-43.6608009338379
CENTRO SUL,VASSOURAS,33097224,IE THIAGO COSTA,"10702,78","894,5","8338,34",2112,"5809,68","2301,36","13231,44","705,14",-22.4094009399414,-43.6598014831543
CENTRO SUL,TRÊS RIOS,33175314,CE GUILHERMINA GUINLE,"7468,64","11208,9",5612,3660,0,"3297,4","13080,64","11571,5",0,0
MÉDIO PARAÍBA,ANGRA DOS REIS,33037027,CE ANTONIO DIAS LIMA,"42875,69","4884,17","26201,6",9528,"30312,66","8964,08","38764,63","5448,09",-22.9631004333496,-44.435001373291
MÉDIO PARAÍBA,ANGRA DOS REIS,33125449,CE BRIGADEIRO NOBREGA,"697,76",2149,"3530,8",2000,"3607,89",1528,"620,67",2621,-23.138500213623,-44.1707000732422
MÉDIO PARAÍBA,ANGRA DOS REIS,33036691,CE CONDE PEREIRA CARNEIRO,"1114,85","1323,51","39368,1",31496,"39704,69","31512,78","778,26","1306,73",-23.0116004943848,-44.3218002319336
MÉDIO PARAÍBA,ANGRA DOS REIS,33036640,CE DOUTOR ARTUR VARGAS,"76365,23","10695,13","74819,04","25824,6","116787,4","24635,2","34396,87","11884,53",-23.0060005187988,-44.3179016113281
MÉDIO PARAÍBA,ANGRA DOS REIS,33036713,CE HONORIO LIMA,"9618,63","898,75","19692,4",6492,"17307,84","6234,8","12003,19","1155,95",-23.0004997253418,-44.3060989379883
MÉDIO PARAÍBA,ANGRA DOS REIS,33037230,CE LEOPOLDO AMERICO M DE MELLO,"41365,85","3212,46","11230,25",0,"20285,51",2338,"32310,59","874,46",-23.0030994415283,-44.2313995361328
MÉDIO PARAÍBA,ANGRA DOS REIS,33036594,CE NAZIRA SALOMAO,"1166,8","990,41","40124,03",14928,"37936,61","14187,61","3354,22","1730,8",-23.0060997009277,-44.315299987793
MÉDIO PARAÍBA,ANGRA DOS REIS,33135860,CE PEDRO SOARES,"20376,99","1793,96","2796,8",2000,0,0,"23173,79","3793,96",-23.1798992156982,-44.3446006774902
MÉDIO PARAÍBA,ANGRA DOS REIS,33037337,CE ROBERTO MONTENEGRO,"43468,92","1811,22","36403,22",13116,"40935,96","13208,35","38936,18","1718,87",-23.005500793457,-44.4799003601074
MÉDIO PARAÍBA,ANGRA DOS REIS,33036632,CIEP 055 JOAO GREGORIO GALINDO,"3522,55","1803,21","25475,2",12056,"21197,2",9077,"7800,55","4782,21",-22.9820003509521,-44.2923011779785
MÉDIO PARAÍBA,ANGRA DOS REIS,33098077,CIEP 302 CHARLES DICKENS,"24810,78","13872,35","33596,8",14324,"40565,14","16161,69","17842,44","12034,66",-22.9916000366211,-44.2402992248535
MÉDIO PARAÍBA,ANGRA DOS REIS,33098085,CIEP 495 GUIGNARD,"33756,53","3756,77","25079,6",15402,"36698,28","13000,65","22137,85","6158,12",-23.0137996673584,-44.5335006713867
MÉDIO PARAÍBA,ANGRA DOS REIS,33098018,EIE GUARANI KARAI KUERY RENDA,"107974,9","308,23","9411,2",2000,"342,52",210,"117043,58","2098,23",0,0
MÉDIO PARAÍBA,BARRA MANSA,33029342,CE BALDOMERO BARBARA,"14410,16","6163,59","68195,6",20724,"69713,44","23137,42","12892,32","3750,17",-22.5412998199463,-44.1460990905762
MÉDIO PARAÍBA,BARRA MANSA,33029369,CE BARAO DE AIURUOCA,"12440,38","18478,12","69296,4",22812,"53250,71","25961,19","28486,07","15328,93",-22.5415992736816,-44.1735000610352
MÉDIO PARAÍBA,BARRA MANSA,33029377,CE BOA VISTA,"64,39","0,98","6042,4",2000,"4942,54","1953,32","1164,25","47,66",-22.5575008392334,-44.1189994812012
MÉDIO PARAÍBA,BARRA MANSA,33029385,CE COMENDADOR PEREIRA IGNACIO,"30126,11","14812,3","10519,6","7190,88","2672,97","8593,9","37972,74","13409,28",-22.5319995880127,-44.1888999938965
MÉDIO PARAÍBA,BARRA MANSA,33029407,CE IRACEMA LEITE NADER,"2829,2","397,04","6292,8",2484,6972,1780,2150,"1101,04",-22.5237007141113,-44.1890983581543
MÉDIO PARAÍBA,BARRA MANSA,33029660,CE JAYME SILVESTRE CAMARGO,"24265,17","8374,84","15039,2",5016,"16204,62","7379,65","23099,75","6011,19",-22.5452995300293,-44.1842994689941
MÉDIO PARAÍBA,BARRA MANSA,33030286,CE MARECHAL FLORIANO PEIXOTO,"2881,31","4115,12","11148,98",3288,"11504,83","2288,98","2525,46","5114,14",-22.4533004760742,-44.2997016906738
MÉDIO PARAÍBA,BARRA MANSA,33030359,CE NOSSA SENHORA DO AMPARO,"2179,61","791,32","2111,2",2000,"3402,2","966,2","888,61","1825,12",-22.3878993988037,-44.1124992370605
MÉDIO PARAÍBA,BARRA MANSA,33029679,CE PROFESSOR LUIZ GONZAGA DE MATTOS,"60221,03","10057,77","13067,6",4308,"18211,21","3234,78","55077,42","11130,99",-22.5323009490967,-44.1693000793457
MÉDIO PARAÍBA,BARRA MANSA,33030189,CE ROSELANDIA,"5306,12","1402,67",15834,2610,"16513,25","2803,9","4626,87","1208,77",-22.5715999603271,-44.1627998352051
MÉDIO PARAÍBA,BARRA MANSA,33029717,CE SAO PEDRO,"1624,45","980,03","15994,82",5268,"12991,88","4090,1","4627,39","2157,93",-22.5741004943848,-44.1772994995117
MÉDIO PARAÍBA,BARRA MANSA,33030170,CE VILA MARIA,"507,31","152,88","7083,2",2796,"7495,69","2521,43","94,82","427,45",-22.5104007720947,-44.2025985717773
MÉDIO PARAÍBA,BARRA MANSA,33096880,CIEP 292 PROFESSORA JANDYRA REIS DE OLIVEIRA,"12485,09","9579,75","6353,6","3845,6","10690,52","3143,21","8148,17","10282,14",-22.5412998199463,-44.1460990905762
MÉDIO PARAÍBA,BARRA MANSA,33096864,CIEP 485 PROFESSOR JOAO BATISTA DE BARROS,"5029,92","5378,52","8008,55",5900,"8892,28","4272,13","4146,19","7006,39",-22.5347003936768,-44.1439018249512
MÉDIO PARAÍBA,BARRA MANSA,33096830,CIEP 486 PROFESSOR LUIZ VALLEJO,"2158,54",0,"12505,81","7031,6","10848,07","3037,66","3816,28","3993,94",-22.5354995727539,-44.2020988464355
MÉDIO PARAÍBA,BARRA MANSA,33096856,CIEP 493 PROFESSORA ANTONIETA SALINAS DE CASTRO,"520,91","2222,92","32362,4",6836,"16951,49","8808,94","15931,82","249,98",-22.5102005004883,-44.1935005187988
MÉDIO PARAÍBA,ITATIAIA,33030456,CIEP 488 EZEQUIEL FREIRE,"0,09","2490,23","23186,8",9644,"12623,11","9836,72","10563,78","2297,51",-22.4860992431641,-44.562801361084
MÉDIO PARAÍBA,MANGARATIBA,33166412,CE CAETANO DE OLIVEIRA,"7092,95","8227,19","3587,2",2000,"1509,1",0,"9171,05","10227,19",0,0
MÉDIO PARAÍBA,MANGARATIBA,33045844,CE JOAO PAULO II,"13432,98","11082,84","24245,2",8668,"24151,43","7864,95","13526,75","11885,89",-22.9514007568359,-44.0388984680176
MÉDIO PARAÍBA,MANGARATIBA,33046174,CE MONTEBELLO BONDIM,"16,16","713,88",20080,3352,20070,4060,"26,16","5,88",-22.9248008728027,-43.9477996826172
MÉDIO PARAÍBA,PARATY,33037965,CE ALMIRANTE ALVARO ALBERTO,"20374,23","1321,93","34200,5",12300,"35846,36","10904,37","18728,37","2717,56",-23.0268993377686,-44.5336990356445
MÉDIO PARAÍBA,PARATY,33037523,CE ENGENHEIRO MARIO MOURA BRASIL DO AMARAL,"17427,04","43691,61",32042,11868,"43765,84","8596,64","5703,2","46962,97",-23.2187995910645,-44.7159004211426
MÉDIO PARAÍBA,PARATY,33037515,CIEP 999 DOM PEDRO DE ALCANTARA BRAGANCA I IMPERADOR DO BRASIL,26957,"20003,13","49883,6",23508,"50562,06","41307,63","26278,54","2203,5",-23.2259006500244,-44.725700378418
MÉDIO PARAÍBA,PINHEIRAL,33097941,CE CELIO BARBOSA ANCHITE,"4304,09","1022,22","14039,07",3660,"7005,1","3883,7","11338,06","798,52",-22.5189990997314,-43.996898651123
MÉDIO PARAÍBA,PINHEIRAL,33030987,CIEP 291 DOM MARTINHO SCHLUDE,"43420,25","11517,89",46006,10700,"22300,76","19863,05","67125,49","2354,84",-22.5189990997314,-43.996898651123
MÉDIO PARAÍBA,PIRAI,33030626,CE AFFONSINA MAZZILLO TEIXEIRA CAMPOS,"4235,12","944,82","25730,8",7284,"2347,77","6053,33","27618,15","2175,49",-22.6287002563477,-43.9028015136719
MÉDIO PARAÍBA,PIRAI,33031142,CE CORONEL CAMISAO,"30544,28","2731,73","13431,6",4428,"11775,46","3841,92","32200,42","3317,81",-22.5209007263184,-43.8144989013672
MÉDIO PARAÍBA,PIRAI,33030901,CE OCTAVIO TEIXEIRA CAMPOS,"3795,57","3102,14","7080,8",1002,"4980,66","1373,97","5895,71","2730,17",-22.5988998413086,-44.0427017211914
MÉDIO PARAÍBA,PORTO REAL,33032130,CE REPUBLICA ITALIANA,"5795,55","4618,32","14864,46",4884,"14417,25","5242,76","6242,76","4259,56",-22.4195995330811,-44.2904014587402
MÉDIO PARAÍBA,QUATIS,33031185,CE AMERICO PIMENTA,"12160,97","5470,79","11886,27",4692,"8147,77","6750,86","15899,47","3411,93",-22.4106998443604,-44.2620010375977
MÉDIO PARAÍBA,RESENDE,33031711,CE ANIBAL BENEVOLO,"12934,62","2852,51","7498,4",2472,"5369,28","2154,89","15063,74","3169,62",-22.4536991119385,-44.4558982849121
MÉDIO PARAÍBA,RESENDE,33031380,CE ANTONINA RAMOS FREIRE,"7750,32","6236,19","13612,77",4080,"12032,87","3140,88","9330,22","7175,31",-22.4750995635986,-44.4912986755371
MÉDIO PARAÍBA,RESENDE,33115001,CE ANTONIO QUIRINO,"14201,1","9220,94","15512,58",4740,"4882,67","1186,5","24831,01","12774,44",-22.3306007385254,-44.5362014770508
MÉDIO PARAÍBA,RESENDE,33031479,CE DOUTOR JOAO MAIA,"47464,25","6584,19","27939,78",9156,"38872,81","8490,63","36531,22","7249,56",-22.4691009521484,-44.4467010498047
MÉDIO PARAÍBA,RESENDE,33031843,CE ENGENHEIRO PASSOS,"7254,37","2361,69","14124,8",4908,"11501,19","3058,7","9877,98","4210,99",-22.5053005218506,-44.6790008544922
MÉDIO PARAÍBA,RESENDE,33031428,CE MARECHAL SOUZA DANTAS,"2,18","2084,19","35970,4",11832,"28450,12","10768,6","7522,46","3147,59",-22.467399597168,-44.4491996765137
MÉDIO PARAÍBA,RESENDE,33031720,CE OLAVO BILAC,"31254,34","12664,83","39641,26",12996,"35196,39","8162,94","35699,21","17497,89",-22.7686996459961,-43.3230018615723
MÉDIO PARAÍBA,RESENDE,33031509,CE OLIVEIRA BOTELHO,"12120,51","12934,9","36402,03",11988,"23306,16","10000,01","25216,38","14922,89",-22.4694004058838,-44.456600189209
MÉDIO PARAÍBA,RESENDE,33031401,CE PEDRO BRAILE NETO,"70616,87","9764,94","37011,2",11136,"45030,17","13428,61","62597,9","7472,33",-22.4652004241943,-44.4560012817383
MÉDIO PARAÍBA,RESENDE,33031738,CE PROFESSOR JOSE MEDEIROS DE CAMARGO,3872,"481,29","15017,6",5928,"13366,61","5849,06","5522,99","560,23",-22.456600189209,-44.4351997375488
MÉDIO PARAÍBA,RESENDE,33031703,CIEP 342 GERALDO DA CUNHA RODRIGUES (Municipalizada),0,0,,,,,0,0,0,0
MÉDIO PARAÍBA,RESENDE,33097798,CIEP 347 DOUTOR JORGE MIGUEL JAYME,"21847,05","9578,79","15239,2",7976,"11084,98","7726,45","26001,27","9828,34",-22.4719009399414,-44.5007019042969
MÉDIO PARAÍBA,RESENDE,33031762,EE PROFESSOR OSWALDO DA ROCHA CAMOES,"13686,43","3443,73","5645,66",2760,"14618,52",4325,"4713,57","1878,73",-22.4575004577637,-44.4415016174316
MÉDIO PARAÍBA,RIO CLARO,33032459,CE ALFREDO PUJOL,"18056,8","11558,04",6552,2160,"6677,76","2442,82","17931,04","11275,22",-22.6965999603271,-44.003101348877
MÉDIO PARAÍBA,RIO CLARO,33032220,CE FAGUNDES VARELA,"15303,41","7166,9","17902,11",6984,"23167,44","5838,77","10038,08","8312,13",-22.7264003753662,-44.1370010375977
MÉDIO PARAÍBA,RIO CLARO,33032360,CIEP 296 PRESIDENTE BENES,"5203,1","9364,25","14021,92","67719,78","13008,22","62932,7","6216,8","14151,33",0,0
MÉDIO PARAÍBA,VOLTA REDONDA,33032998,CE ACACIA AMARELA,"878,64","97,63","6115,2",2016,"6542,7","1846,2","451,14","267,43",0,0
MÉDIO PARAÍBA,VOLTA REDONDA,33033005,CE ACRE,"11974,15","3816,76","5534,4",1000,"3302,66","1274,51","14205,89","3542,25",-2.83733010292053,-44.0527000427246
MÉDIO PARAÍBA,VOLTA REDONDA,33032793,CE BARAO DE MAUA,"103,97","904,31",10394,3360,"6165,28","2735,8","4332,69","1528,51",-22.5965003967285,-43.298999786377
MÉDIO PARAÍBA,VOLTA REDONDA,33033030,CE BRASILIA,"12367,08","148,28","16666,64",5448,"9431,71","5596,28","19602,01",0,-22.4906005859375,-44.1108016967773
MÉDIO PARAÍBA,VOLTA REDONDA,33156883,CE GECY VIEIRA GONCALVES,"2374,34","2913,18","4419,91",2000,"5713,13","1077,93","1081,12","3835,25",-22.4967994689941,-44.0497016906738
MÉDIO PARAÍBA,VOLTA REDONDA,33033056,CE GUANABARA,"14143,21","1481,29",7308,0,78,0,"21373,21","1481,29",-22.5041007995605,-44.0942001342773
MÉDIO PARAÍBA,VOLTA REDONDA,33033064,CE MARANHAO,"667,59","4320,36","5241,6",2000,"3714,07",761,"2195,12","5559,36",-22.5235004425049,-44.1184005737305
MÉDIO PARAÍBA,VOLTA REDONDA,33033099,CE NITEROI,"18934,4","10024,09","7534,8",3726,"8120,68","2224,11","18348,52","11525,98",-22.5331993103027,-44.119499206543
MÉDIO PARAÍBA,VOLTA REDONDA,33033102,CE PAU DALHO (Extinta),"17,12",0,,,,,"17,12",0,0,0
MÉDIO PARAÍBA,VOLTA REDONDA,33033110,CE PEDRO RAYMUNDO DE MAGALHAES,"3418,71","1187,57",8056,3180,"7788,9","2981,22","3685,81","1386,35",0,0
